text,label,document_index,subset
todo ideal need construct propertyaccessor take follow entitymod entitymodespecif data classnam pojo entiti propertyspecif data base entitymod propertynam dom4jnodenam easiest way introduct new runtimemetamodel class would follow predic propertyaccessorfactorygetpropertyaccessor take refer orghibernatemetadataentitymodemetadata orghibernatemetadataproperti term propertyaccessor store valu need two piec inform code simpli call propertyaccessgetgett paramet likewis propertyaccessorgetsett,code/design_debt,2087,train
ick,code/design_debt,2089,train
todo remov deprec ctor made privat,code/design_debt,2090,train
todo suboptim subclass name compon sinc take advantag twophaseload,code/design_debt,2091,train
todo sessioninstantiatepersist,code/design_debt,2092,train
todo suck initlazi,code/design_debt,2093,train
todo remov deprec ctor made privat,code/design_debt,2094,train
hibernatetempusejdbcmetadatadefault temporari magic valu need intend allevi futur develop thus defin environ constant use control whether consult jdbc metadata determin certain set default valu use databas may avail main tool usag,code/design_debt,2095,train
todo right,code/design_debt,2096,train
subqueri yuck,code/design_debt,2097,train
use stringbuff workaround jdk bug,code/design_debt,2098,train
todo copypast recreat,code/design_debt,2099,train
workaround backward compat set notnul column assum column use row locat sql,code/design_debt,2100,train
todo eventu need remov,code/design_debt,2101,train
todo remov,code/design_debt,2102,train
help load ugli know,code/design_debt,2103,train
hackworkaround sqlqueri impl depend key,code/design_debt,2104,train
todo handl case foreign key someth,code/design_debt,2105,train
todo assum collect disassembl array,code/design_debt,2106,train
todo would love work notif basi success bind entitysubclass would emit notif extendsqueu entri could react,code/design_debt,2107,train
todo realli neceassri provid configur collectionpersist enough associ class entitypersist get access configur reason could see configur get pass collect persist look dom4j node name entiti element case explicit node name appli collect element level kid trivial fix store expos node name entiti persist collect persist look anyway via mean,code/design_debt,2108,train
todo deprec remov eventu,code/design_debt,2109,train
todo bit dodgi come better way check plus see comment,code/design_debt,2111,train
use degener strategi backward compat,code/design_debt,2112,train
todo temporari end result probabl take properti refer pers,code/design_debt,2113,train
todo better handl dynam filter implicit dynamicfilterparameterspecif see discuss dynamicfilterparameterspecif javadoc current done way,code/design_debt,2114,train
get right object list would easier call getent,code/design_debt,2115,train
todo record mani properti reffer dont getemal throw except way better trial error,code/design_debt,2116,train
todo depend kinda bad,code/design_debt,2117,train
todo get sql render packag,code/design_debt,2118,train
matter,code/design_debt,2119,train
import account newli save entiti queri todo kind check new status,code/design_debt,2120,train
todo alway use null properti approach everyth,code/design_debt,2122,train
need holdlock also return tablenam updlock rowlock holdlock,code/design_debt,2123,train
todo remov subclass use isolaterisolatedwork direct,code/design_debt,2125,train
necessari regist exact sinc appear claus,code/design_debt,2127,train
dialect support alter tabl syntax,code/design_debt,2129,train
next bit allow unsavedvalueneg older behavior version number get seed alreadi set object todo shift unsavedvalu strategi,code/design_debt,2130,train
todo reenabl also fix todo,code/design_debt,2131,train
orphan delet copi,code/design_debt,2132,train
orphan delet merg,code/design_debt,2133,train
todo suck logic collect,code/design_debt,2134,train
todo actual determin incom entityentri,code/design_debt,2135,train
class proxi shortcut,code/design_debt,2137,train
todo initializeentityeventlisten watch perform,code/design_debt,2138,train
todo need map prob proper key right,code/design_debt,2139,train
todo better pass argument,code/design_debt,2140,train
even realli need updat fail anyway,code/design_debt,2141,train
todo would better refresh,code/design_debt,2142,train
form use annot essenti use resultsetmap refer without cachemod readon comment fixm annot use remov pov deprec param queri sql queri string param resultsetref resultsetmap name param queryspac specifi queri space use autoflush param cacheabl whether queri result cacheabl param cacheregion cacheabl region store result param timeout jdbclevel timeout appli param fetchsiz jdbclevel fetchsiz appli param flushmod flush mode use queri param parametertyp paramet type map param callabl queri string repres callabl object proc,code/design_debt,2143,train
todo ugli,code/design_debt,2144,train
todo quit sure full implic,code/design_debt,2145,train
work collect entri kept sequenc map persist context mayb like entiti keep separ sequenc set todo call entryset identitymap slow,code/design_debt,2146,train
todo much rather done endloadingcollectioncollectionpersisterloadingcollectionentri,code/design_debt,2147,train
todo hack note cleanup load context local lce entri work time realli collect load context implement long term cleanup becom part close result set process sandboxjdbc jdbccontain code,code/design_debt,2148,train
todo add notion enabl filter cachekey differenti filter collect nonfilt cachekey current use collect entiti would ideal need defin two seper one current work conjuct check defaultinitializecollectioneventhandlerinitializecollectionfromcach make sure read cach enabl filter earli exit,code/design_debt,2149,train
postload need ejb3 todo reus postloadev,code/design_debt,2150,train
todo check current isol mode explicit,code/design_debt,2151,train
brand new collect todo array cant lock object array,code/design_debt,2152,train
todo iter get transient entiti retri merg one follow condit transientcopycaches transientcopycaches decreas copycaches increas todo find retri add entiti copycach dont think retri throw transientobjectexcept still transient entiti,code/design_debt,2153,train
null brand new collect also ineffici handl array snapshot cant better,code/design_debt,2154,train
todo perhap addit requir incom entiti version equival defin unsavedvalu,code/design_debt,2155,train
provid queri split method origin querytransl todo need refactor point author josh,code/design_debt,2156,train
todo taken verbatim dotnod either deleg logic supertyp,code/design_debt,2157,train
todo current expect individu express appli sql tabl join may case joinedsubclass properti valu might come differ tabl join hierarchi point expand support capabl howev difficulti biggest handl or individu comparison link differ sql join would need track comparison individu along join alia appli pass inform back fromel pass along joinsequ,code/design_debt,2158,train
todo better way,code/design_debt,2160,train
hack alert attempt work around ghost impliedfromel occasion show actual thing join consist occur index node least manytomani sure condit essenti lookahead next fromel actual write someth sql,code/design_debt,2161,train
possibl simpli reus versionpropertynod caus oom error due circular,code/design_debt,2162,train
function templat restor output appli templat write result todo downcast avoid use interfac yuck,code/design_debt,2163,train
point generat phase need move singl objectlevel dml might spawn multipl sql dml command execut possibl move sql generat dml stuff consistencysak probabl best move responsibl generat phase complet deleg queryloaderstatementexecutor also sure queryload current even depend need ideal like see walker given deleg direct,code/design_debt,2164,train
todo absolut usag constructor form away,code/design_debt,2166,train
even properti map base tabl referenc set claus could handl basicdeleg todo decid better performancewis perform check simpli use multitableupdatedeleg,code/design_debt,2168,train
