text,classification
dont know run defer might give editor chanc process viewer updat event henc updat view first,requirement_debt
todo process instruct sent recordvalu,requirement_debt
todo comment sent recordvalu,requirement_debt
todo ignor,requirement_debt
todo handl situat astjnod remov compilationunit null,requirement_debt
tbd return super class class packag come deleg packag,requirement_debt
current char comma insert line break abl find comma rang enum constant includ trail comment separ targetsourcerangecomput astrewrit chang logic chang skip comment see orgeclipseemfcodegenmergejavafacadeastcommentawaresourcerangecomputergetenumconstantsourcerangeastnod,requirement_debt
todo translat,requirement_debt
todo binari incompat old overrid must overrid putal,requirement_debt
dont know run defer might give editor chanc process viewer updat event henc updat view first,requirement_debt
run option show progress appear bad thing fork onto anoth thread,requirement_debt
dont know run defer might give editor chanc process viewer updat event henc updat view first,requirement_debt
abl find comma rang enum constant includ preced comment previous constant targetsourcerangecomput astrewrit chang logic chang skip comment see orgeclipseemfcodegenmergejavafacadeastcommentawaresourcerangecomputergetenumconstantsourcerangeastnod,requirement_debt
todo generat,requirement_debt
todo instanc type name fact match type argument structur match far must assum okay check argument,requirement_debt
dms total untest,test_debt
todo updat old test pass updat old test reflect chang,test_debt
use count default mimic old behavior although none might better option move forward case callabl,code/design_debt
perhap realli necessari,code/design_debt
todo els,code/design_debt
todo disabl batch load lockmod read,code/design_debt
todo els,code/design_debt
todo handl concurr write correct client pass lock,code/design_debt
turn hibernatec3p0 c3p0 c3p0 get chanc see hibernatec3p0,code/design_debt
note wierd implement client side,code/design_debt
todo ad support initi entiti entityentri snapshot reattach refactor instead expos method assembl entityentri base state return,code/design_debt
need drop constraint drop tabl dialect,code/design_debt
fixm per regionfactori class javadoc constructor version necessari param prop configur properti,code/design_debt
dialect support check constraint,code/design_debt
call sessionfactori irregardless disregard could also add check sessionfactori condit call start,code/design_debt
dialect support uniqu column syntax,code/design_debt
done cos might know type ugli todo improv lot,code/design_debt
dialect support updat syntax,code/design_debt
todo implic,code/design_debt
todo yuck,code/design_debt
todo work nonpojo entiti,code/design_debt
dialect support updat allow particular row lock,code/design_debt
todo realli bad evil hack fix,code/design_debt
aliasrefnoderesolv fals fals aliasrefnodegettext todo kosher todo kosher,code/design_debt
todo better degrad lazyfals uninstru,code/design_debt
dialect support oraclestyl updat nowait syntax,code/design_debt
fixm per regionfactori class javadoc constructor version necessari param prop configur properti,code/design_debt
icki workaround mysql bug,code/design_debt
set tabl later yuck,code/design_debt
todo somehow add newli creat foreign key intern collect,code/design_debt
inner class implement case statementperhap bit overclev,code/design_debt
todo merg one method,code/design_debt
todo bit copypast indexedcollectioncreateprimarykey,code/design_debt
todo type,code/design_debt
todo ineffici,code/design_debt
fixm get persistentclass,code/design_debt
todo remov deprec ctor made privat,code/design_debt
todo conserv preced join also inner join could use inner join,code/design_debt
todo redesign propertyaccessor acquir,code/design_debt
todo sure need,code/design_debt
todo remov deprec ctor made privat,code/design_debt
creat index key column,code/design_debt
todo joinkeycolumnnam foreignkeycolumnnam call either slight higer level stack get inform need right hbmbinder support,code/design_debt
todo improv hack,code/design_debt
todo bad implement cos depend upon order map doc fix requir collectionpersistentclass gain access map refer configur filterdefinit map direct sometim configurationbuildsessionfactori typesfilterdef known build persist,code/design_debt
use trim ugli,code/design_debt
todo ideal need construct propertyaccessor take follow entitymod entitymodespecif data classnam pojo entiti propertyspecif data base entitymod propertynam dom4jnodenam easiest way introduct new runtimemetamodel class would follow predic propertyaccessorfactorygetpropertyaccessor take refer orghibernatemetadataentitymodemetadata orghibernatemetadataproperti term propertyaccessor store valu need two piec inform code simpli call propertyaccessgetgett paramet likewis propertyaccessorgetsett,code/design_debt
happen multipl way cacheremov invok,code/design_debt
ick,code/design_debt
todo remov deprec ctor made privat,code/design_debt
todo suboptim subclass name compon sinc take advantag twophaseload,code/design_debt
todo sessioninstantiatepersist,code/design_debt
todo suck initlazi,code/design_debt
todo remov deprec ctor made privat,code/design_debt
hibernatetempusejdbcmetadatadefault temporari magic valu need intend allevi futur develop thus defin environ constant use control whether consult jdbc metadata determin certain set default valu use databas may avail main tool usag,code/design_debt
todo right,code/design_debt
subqueri yuck,code/design_debt
use stringbuff workaround jdk bug,code/design_debt
todo copypast recreat,code/design_debt
workaround backward compat set notnul column assum column use row locat sql,code/design_debt
todo eventu need remov,code/design_debt
todo remov,code/design_debt
help load ugli know,code/design_debt
hackworkaround sqlqueri impl depend key,code/design_debt
