,text,label,document_index
2852,message str x data str x data time print x data time print x data time print islanguage substitute subset str substitute subset prior next line r eval substitute subset x data parentframe but failed calling subset within functions see github fixme fill issue link issue submitted http r789695n4nabblecomgettingenvironmentfromquottopquotpromisetd4685138html question regarding environments i used parentframe subset definitions tests suggesting parentframe work generally within flat code b within function passed items go subset,TEST,2852
2853,fixme in could clever singlepanel plots may better get users habit supplying xlim etc yield errors plotlm example,ARCHITECTURE,2853
2854,some rsk files deployments nt use anyway deployments rsqlite dbreadtable con deployments,ALGORITHM,2854
2855,get time stamp note trick making floatingpoint avoid problem r lacks bit integers,DEFECT,2855
2856,when numeric equal query table sort times limits meaningful this code required slower dates character,ARCHITECTURE,2856
2857,need check datasetid column rskversion if extract data matrix,CODE,2857
2858,fixme longnames utf8 characters andor spaces should coerce ascii spaces least recognize fields rename eg dissolved o2 oxygen remove spaces,CODE,2858
2859,fixme developer sets temporary undocumented debugging,DOCUMENTATION,2859
2860,this code bit tricky modify existing pressure inplace,CODE,2860
2861,this code bit tricky modify existing pressure inplace,CODE,2861
2862,fixme work rbr rsks nt contain cond12,DEFECT,2862
2863,fixme need read lot lots events is better way,CODE,2863
2864,fixme is right,CODE,2864
2865,fixme may int time,CODE,2865
2866,read whole file s tricky bisect times text data,ALGORITHM,2866
2867,fixme may int time,CODE,2867
2868,fixme i want,CODE,2868
2869,fixme able set,USABILITY,2869
2871,fixme check see starttime exists first,CODE,2871
2872,trim stations zero good data fixme brittle addition new metadata,REQUIREMENTS,2872
2873,fixme sqrt helps test case sure make sense though dk,TEST,2873
2874,fixme coastline code reproduced sectionr dry,ALGORITHM,2874
2875,fixme i think missing means autopick null means none,CODE,2875
2876,fixme contours nt get plot edges,DEFECT,2876
2877,fixme might need check whetherhow xx used later,CODE,2877
2879,fixme nt next line work types,DEFECT,2879
2880,fixme testing,TEST,2880
2881,double resolution although perhaps needed,CODE,2881
2882,fixme might need check whetherhow xx used later,CODE,2882
2884,sum isfinite zz browser fixme1583,DEFECT,2884
2885,fixme value used it fails arctic data,BUILD,2885
2886,fixme maybe scan thing might work better anyway,ARCHITECTURE,2886
2888,bug handle variables interpolate flag,DEFECT,2888
2890,get length fixme silly i know ensure timezone utc note sysdate gives null tzone,CODE,2890
2891,get yday etc fixme silly i know,CODE,2891
2892,fixme using fortranstyle int mod must check leapyear cases,CODE,2892
2893,note accessor return temperature its90 regardless stored similarly pressure dbar salinity fixme unit use,CODE,2893
2894,fixme specialcase object types,CODE,2894
2895,fixme dk i sure i like following since uses standardized rho0 but s official source i think must check unesco book,CODE,2895
2896,fixmegsw add gsw version,CODE,2896
2897,fixme loop slow done c like swcstp,ARCHITECTURE,2897
2898,culkin smith fixmegsw add gsw version,REQUIREMENTS,2898
2899,fixmegsw add gsw version,REQUIREMENTS,2899
2900,fixme still best way,CODE,2900
2901,fixmegsw add gsw version,REQUIREMENTS,2901
2902,fixme avoid loops,CODE,2902
2903,fixme right equations state i doubt,ALGORITHM,2903
2904,fixmegsw need gsw version c library dec,ALGORITHM,2904
2905,fixmegsw need gsw version c library dec,ALGORITHM,2905
2907,fixme approximation sound speed ms convert khz,CODE,2907
2909,fixme offsettrend removal explicitly amplitude coef phase p pall,DEFECT,2909
2910,fixme inference calculation done match srcttidev13betattidem468 srcforemantide12r2f422,DEFECT,2910
2911,ftesting false fixme ftesting the regression gives us intercept call z0 ftesting indices c indices index z0 ftesting name c z0 name ftesting freq c freq ftesting,TEST,2911
2912,fixme unit u v ttidem482 suggests degrees foreman s tide12r2f399 suggests u v cycles consistent pawlowicz s ttidem451 we convert vu1 vu2 degrees ttidem,REQUIREMENTS,2912
2913,fixme sign foreman,CODE,2913
2914,q timezone,CODE,2914
2915,the following somewhat provisional hack get around tendency plot produce latitudes past poles bug use par pin seems mess resizing aqua windows dy dx,DEFECT,2915
2916,fixme seems x mixed aspdydx,DEFECT,2916
2917,data may extend across plot region lonrange range x longitude narmtrue latrange range x latitude narmtrue,CODE,2917
2918,fixme dk sometimes length i m sure fixme dk figured inspection files,DEFECT,2918
2919,fixme add units,CODE,2919
2920,caution quite trusting,ARCHITECTURE,2920
2921,fixme detection end header robust,ARCHITECTURE,2921
2922,fixme assumes metric,CODE,2922
2923,fixme next uses getburst getbursthr i understand format,TEST,2923
2925,fixme check beam2xyzaveragematlab print beam2xyzaveragematlab,TEST,2925
2926,why wrong is unit problem cm,DEFECT,2926
2927,nb header i suppose refers whole instrument d3 numberofbeams slantbeam samples verticalbeam samples but interleavedburst mode i guess right number in case i sidestepped test,TEST,2927
2928,fixme i think nbeams might wrong burst,DEFECT,2928
2930,fixme,DEFECT,2930
2932,chapter page fixme previously unintelligble tz et exact,TEST,2932
2933,testing values worked fixme replace numbers found,TEST,2933
2935,fixme commentedout data lines indicate things done,TEST,2935
2936,developer note keep synch rallclassr manroxygeninitializeflagschemer,DOCUMENTATION,2936
2937,i nt like na flags,TEST,2937
2938,fixme add tests data,TEST,2938
2940,fixme add tests data,TEST,2940
2941,fixme add tests data,TEST,2941
2942,fixme add tests data,TEST,2942
2943,i dump files whenever i download new data these files go back years i think,TEST,2943
2946,q tol0001 fail,TEST,2946
2947,q tol1 fail,TEST,2947
2949,q tol1 fail,TEST,2949
2950,fixme following works manually fails rstudio build expectequal conductivityunit unit expression sm cnv ratio odf,BUILD,2950
2951,actually work rsk file,TEST,2951
2952,table contents rho sigma potential temperature temperature scales absolute salinity conservative temperature sound speed freezing temperature specific heat adiabatic lapse rate alpha beta swstrho sound absorption unesco viscosity unesco thermal conductivity unesco electrical conductivity depth pressure fixme incomplete spiciness,REQUIREMENTS,2952
2954,bug broken,DEFECT,2954
2955,store unevaluated calls,CODE,2955
2956,store unevaluated calls,CODE,2956
2959,nocov start,TEST,2959
2961,useless assignments pass r cmd check,BUILD,2961
2962,todo change fixed threshold option,USABILITY,2962
2963,i remember i calling dropterms get rid intercept mt dropterms mt dropx xint,DESIGN,2963
2964,work around jagam bug,DEFECT,2964
2965,useless assignments pass r cmd check,BUILD,2965
2967,nocov end,TEST,2967
2968,nocov start,TEST,2968
2969,nocov end,TEST,2969
2970,nothing nocov start family already checked,TEST,2970
2971,nocov end,TEST,2971
2972,todo change fixed threshold option,USABILITY,2972
2973,result errors eg poisson draws prior weird,DEFECT,2973
2974,nocov start,TEST,2974
2975,nocov end,TEST,2975
2977,nocov end,TEST,2977
2978,normal prior adaptdelta user override,CODE,2978
2979,cauchyt1 prior adaptdelta user override,CODE,2979
2980,tests use sampling instead optimizing latter fails,TEST,2980
2981,fixme,DEFECT,2981
2982,links identity expectequal coef fit coef ans tol weird,CODE,2982
2983,fails many cases compareglmer logbili year id gaussian,CODE,2983
2984,fails cases testthat coefs stanjm stanglmer bernoulli compareglmer ybern year xbern id binomial,TEST,2984
2985,temporal solution applying isimip method,CODE,2985
2986,todo handle exception model overspecified https statethzchpipermailrhelp2000january009833html,REQUIREMENTS,2986
2987,todo vcf ll need odepend variant annotation isnull chrs chrs trycatch ascharacter seqnames rowranges data errorfunction e return null todo summarized experiment,CODE,2987
2988,todo document export,DESIGN,2988
2989,todo check s valid genesdata,CODE,2989
2990,todo check s valid genesdata,CODE,2990
2992,todo should check makes sense leave user,USABILITY,2992
2993,plot horizontal lines nothing i nt like consistency might good plot something,REQUIREMENTS,2993
2994,todo reimplement using kptext datapanel ideogram keep check fits code,CODE,2994
2996,idea should add possibility color column specifying color cytoband if present would take precendence giestain maybe could also add separate parameter specify column name giestain color info that would grow function quite lot if cytobands object giestain attribute,REQUIREMENTS,2996
2997,todo since code growing shared function kpaddcytobands merge internal function keep two separate functions public api,DESIGN,2997
2999,todo should return ymax values instead using last one,CODE,2999
3000,todo if data simplerlelist try convert granges testing region set formats used,TEST,3000
3001,to get kparea plot real coverage flat tops need build granges two elements per range one start one end note breaks showcov0false todo make kparea kplines deal nas data set coverage0 na,DEFECT,3001
3003,add empty latestplot information todo return,TEST,3003
3004,get positions transcripts nt overlap todo add transcript name length avoid overlapping,CODE,3004
3005,todo this could vectorized tapply per gene bins object inside apply transcript get position initialize transcript counter,ALGORITHM,3005
3006,question how axis kphorizon relate should return values latest plot help creating legend axis,ALGORITHM,3006
3007,todo make parameter numbeziersegments50 document,DOCUMENTATION,3007
3010,sort everything chr start we need sorted non overlapping algorithm will problematic non ucsc genes chr order,CODE,3010
3012,todo per chromosome this problematic dense plots idea if get reverse function ccf could work labels time reverse transform plot coordinates genome coordinates call plotting functions,ALGORITHM,3012
3013,todo update use togranges internally but file bed file tabix index available load regions visible plotregion using rtracklayer import we might need check index available since overhead expected trying load part bed file,BUILD,3013
3015,todo check data valid detaillevel,CODE,3015
3016,todo implement plot,REQUIREMENTS,3016
3017,todo implement plot params plottypes horizontal data ideogram,REQUIREMENTS,3017
3018,parameters check todo finish checks genome,CODE,3018
3020,bug kpaddcytobands fails plottype,DEFECT,3020
3021,todo check genomes,TEST,3021
3022,todo,TEST,3022
3023,todo extend testing,TEST,3023
3024,todo extend testing,TEST,3024
3025,todo do prepareparameters4,TEST,3025
3026,errors todo error condition isna longer could return better error messages,TEST,3026
3027,hack,CODE,3027
3028,hack cran check,BUILD,3028
3030,hack get past cran check,BUILD,3030
3031,hack get past cran,BUILD,3031
3032,hack get past cran check length age,BUILD,3032
3033,hack get past cran check,BUILD,3033
3034,hack get past cran,BUILD,3034
3035,make check happy wrt rowsums call better way rowsums isna data work,BUILD,3035
3037,probably source incorrect the handbook research synthesis metaanalysis cooper hedges valentine p sd sqrt n1n2 n1 n2 dd2df n1n2 df,DEFECT,3037
3038,todo pop length bins must wider length data bins boundaries bins need align ss manual also checked within ss create fatal error,DEFECT,3038
3039,todo need things like change age matrices todo change data vectors specified,CODE,3039
3040,if nt use structure get expected value nt need print nt need todo check right it seriously slow om write uncessary calcomp data,ARCHITECTURE,3040
