text,label,document_index
needed,CODE,3514
fixme,REQUIREMENTS,3516
case clusters,ALGORITHM,3517
somewhat redundant,CODE,3518
fixme names out,CODE,3519
fixme names out,CODE,3521
fixme names out,CODE,3522
nothing,CODE,3523
deprecated,CODE,3525
todo add,ALGORITHM,3526
todo add,ALGORITHM,3527
fixme what is the best thing to do here currently return inf least works well,ALGORITHM,3529
question best approach,ALGORITHM,3530
correlation fixme go,ALGORITHM,3533
fixme ok set diagonal,REQUIREMENTS,3534
must,CODE,3535
remove zero fixme add,CODE,3536
assume levels,CODE,3537
always h1,CODE,3538
fixme todo,CODE,3539
default always delta,REQUIREMENTS,3540
fixme multigroup multilevel,CODE,3541
support,REQUIREMENTS,3544
case inf inf,CODE,3545
check duplicated elements default fixme avoid somehow example user model includes x1 x1 x1 remove default,DEFECT,3548
fixme breaks,DEFECT,3549
ov fixme ovnames,CODE,3551
residual covariances fixme ov only,REQUIREMENTS,3552
fixme factor remove part add all correlations latent variables yes true covariances may present,ALGORITHM,3553
keep level column levels,CODE,3557
remove dummy lv removes attr,CODE,3558
fixme indicators factor normal use classic regression method perhaps get factors,ALGORITHM,3559
fixme factor scores identical close mplus delta elements equal,CODE,3561
note round round perhaps add something avoid,ALGORITHM,3562
add dummy entries,CODE,3563
fix lambda remove fixme needed,DEFECT,3564
delta fixme used isnull delta delta,CODE,3565
fixme solution,DESIGN,3566
per model matrix note avoid using matrices perhaps ll use matrix package,CODE,3567
really needed select idxmelidx case need elements beta,CODE,3568
really needed select idxmelidx,CODE,3569
really needed select idxmelidx,CODE,3570
really needed select idxmelidx,CODE,3571
per model matrix fixme,CODE,3572
new version written around based type type summary statistics standard errors confidence intervals cs test close test type normalized based work type standardized uses correct formula work type uses simplified version often resulting nas due negative var estimates standardized lavaan,CODE,3573
change options categorical,ALGORITHM,3575
fixme blocks unique models need another layer lists custom,DESIGN,3576
fixme recursive call summary true,CODE,3577
todo extract,CODE,3578
todo extract,CODE,3579
fixme update categorical,CODE,3580
fixme check dimension wlsv,CODE,3582
fixme check dimension,CODE,3583
fixme handling missing data yet,ARCHITECTURE,3585
fixme make robust singular,ARCHITECTURE,3586
needed,ALGORITHM,3587
groupw sum unlist nobs nobs always fixme consistent expected information groupw groupw,DEFECT,3588
fixme check dimension wlsv,CODE,3589
fixme check dimension,CODE,3590
make sure matrix symmetric needed,ALGORITHM,3591
fixme mplus bug mplus nobs nobs,DEFECT,3592
replace cov elements,CODE,3593
fixme quite ok fixedx variables occur level and level,DEFECT,3594
fails,CODE,3596
check enough categories group fixme,ALGORITHM,3598
used column fitted lavaan object use,CODE,3599
set residual variances enforce standardized solution residual variances specified syntax,CODE,3600
fixme named check order elements,CODE,3601
fixme change include library,CODE,3602
fixme per group,CODE,3603
case eg,CODE,3606
case eg,CODE,3607
case,CODE,3608
userdefined residual variance fixme take first case multiple matches eg,CODE,3610
override user list starting values provided look column,REQUIREMENTS,3611
fixme avoid loop,CODE,3612
check lhs found remove following,CODE,3613
length ovnames nrow fixme check rownames reorder,DEFECT,3614
get patterns fixme get,DESIGN,3616
fixme ok set diagonal,CODE,3617
always compute standard test fixme computation,DEFECT,3618
pvalue fixme df0 na since df0 df0 df0 this due different definitions limits left right from use na df0 consistent,ALGORITHM,3619
safety check not contain fixme really needed as use later,CODE,3620
fixme check h0 contain additional parameters,DESIGN,3622
fixme,CODE,3623
parameter h1 see somehow parameter h0 since work h0 need use appear h0 unfortunately order parameters even labels may different two models therefore attempt change order free column map provide h1 used constraints must necessary,ALGORITHM,3624
ignore,CODE,3625
put order using number free parameters nfreepar sapply function npar duplicated nfreepar fixme number free parameters maybe need count number constraints sapply function nrow model nfreepar nfreepar,CODE,3626
todo,CODE,3627
check,CODE,3628
check,CODE,3629
fixme compute directly instead using solve wlsv,CODE,3630
check,CODE,3631
fixme always use model say independence model information a1 far away b1 end na,CODE,3632
verbose,CODE,3633
fixme worth making work abs,CODE,3634
check arguments want eg todo,CODE,3635
fixme make work multiple groups,REQUIREMENTS,3637
fixme check mixed indicators,REQUIREMENTS,3638
todo comes automatic detection measurement models take single latent variable per measurement model block,ALGORITHM,3639
fixme remove dummy lv fixme remove used ov,CODE,3640
scalar version,REQUIREMENTS,3641
case dataframe,CODE,3642
add names ovnames ovnames ovnames ovnamesx,DEFECT,3645
need least levels,ALGORITHM,3646
options given anyway eg start give warning,USABILITY,3648
show first one stop warning stop could,USABILITY,3649
fixme ovnames always contain,CODE,3650
em force residual variances slightly larger zero,REQUIREMENTS,3652
nothing,CODE,3653
fixme lavmodel type user lavpartable start,DEFECT,3654
fixme needed,CODE,3656
wrapper local todo,CODE,3657
h1 mean used,CODE,3658
fixme make work multiple groups,REQUIREMENTS,3659
todo comes automatic detection measurement models take single latent variable per measurement model block,CODE,3660
fatal,DEFECT,3661
label groups multilevel fixme need,CODE,3662
fixme ok multigroup multilevel first group,DEFECT,3663
fixme,DEFECT,3664
might want change code convert less likely break code methods,DEFECT,3666
causing problem asymptotic throws wrong error statement get around tests,DEFECT,3667
might want change code convert less likely break code methods,DEFECT,3668
causing problem asymptotic throws wrong error statement get around tests,DEFECT,3669
kind,TEST,3670
fails,TEST,3671
columns assume last column side leave maybe add later rhs argument package,CODE,3673
check models based data todo also check weights,CODE,3674
todo check computations userdefined weights,REQUIREMENTS,3675
todo often fail still work,DEFECT,3676
todo often fail still work,DEFECT,3678
todo basically always fails,CODE,3679
todo allow user set control arguments,REQUIREMENTS,3680
todo change weights function objects weights null,CODE,3682
case user supplies limits wrong order,CODE,3683
case user supplies limits wrong order,CODE,3685
causes problems left,DEFECT,3687
could consider algorithm first elements information matrix given could also consider variance inverse information matrix but information matrix takes bit extra work clear handle estimated cell probabilities go zero,ALGORITHM,3688
easier understand slower small faster larger,ARCHITECTURE,3690
case user supplies limits wrong order,CODE,3691
fixme may numeric case recognized,DEFECT,3693
user specified xlim set automatically todo maybe try something based ci later,BUILD,3694
mean tau2 values solution models multiple tau2 values note works todo consider something,ARCHITECTURE,3695
todo make option,REQUIREMENTS,3696
todo check computations userdefined weights,REQUIREMENTS,3697
fixme when using model tau2,DEFECT,3698
fit ml model notes alternative using instead random effect since variance group lower approach also allow random effect fact identical model sqrt effect since start value tau2 specified using probably ideal,ALGORITHM,3699
fixme when using model tau2,DEFECT,3700
needed moment,CODE,3703
ds asmatrix ds mat full matrix becomes adding tiny diagonal ds easier works well todo consider something like default,CODE,3704
todo consider better way set initial values total max var beta total max var beta,CODE,3705
check ratio sampling variance note need exclude special cases nan max vi inf todo use condition number diag vi instead,CODE,3706
set check length matches number parameters fixme need better way setting default initial values,CODE,3707
case test originally,CODE,3708
todo add check case problems model,ALGORITHM,3709
todo complete,TEST,3710
note self search find adjusted tests hardcoded search,CODE,3711
xxx ugly,CODE,3712
how download arrays coordinates set use apply faster cases used,PEOPLE,3713
map missing null na preserve default null this problem binary,CODE,3714
add verbose,REQUIREMENTS,3715
fixme matrix export sparse matrix nas dropped,DESIGN,3716
fixme could,ARCHITECTURE,3717
regular distances fixme distances faster,ARCHITECTURE,3718
fixme add minimum number matching number items,ALGORITHM,3719
fixme make sparse,REQUIREMENTS,3720
notes the implementation implementation algorithm fixed chosen number iterations without speed slower algorithms seems the actual model actually happens call predict this algorithm actually model data test users when set verbose true see error function the algorithm allows low errors test data for predictions lower algorithm though it seems case test set seen false positives often seen similar people good nas false positives way handle nas perhaps might also provide option simply ignore nas calculation,ARCHITECTURE,3721
might fit memory maybe use sample,ARCHITECTURE,3722
prediction fixme add,ALGORITHM,3723
fixme remove self matches,CODE,3724
fixme remove self matches,CODE,3725
fixme test results expectequivalent pred matrix,TEST,3728
note user na way fix,DEFECT,3729
fixme test results expectequivalent pred matrix,TEST,3730
todo implement check avoid correlation calculations implement error failed cell fits,CODE,3731
todo correct effect matrix,DEFECT,3732
generate random normal matrix todo use instead ncol,CODE,3733
matrices,CODE,3734
todo fix server,CODE,3735
ugly hack restrict slopes,REQUIREMENTS,3737
somewhat stupid,TEST,3739
following tests work new march,TEST,3740
todo the based version undocumented likely change also would nice avoid width full table,DOCUMENTATION,3741
