comment,debt
nb may fail rmarkdown loaded rmarkdown defines knitprintdataframe,TEST
cran nt play nicely tinytex uses full texlive,BUILD
kind subsetting nt seem work earlier rs,ARCHITECTURE
reason comes knitting pdf files crashes third md knitr somehow ends huge vector information,BUILD
temporary,CODE
outputdir works around bug,CODE
expectunchanged useless always pick new variations,CODE
show view get selected viewer optimal view get selected,ALGORITHM
validated datatable done yet promising need validate https githubcomjoey711phyloseqissues517,TEST
todo recreate phyloseq,CODE
need parse taxonomy still,CODE
todo add optional renormalization core member abundances would sum,REQUIREMENTS
support biom file produced picrust readbiom phyloseq function nt work,DEFECT
par svpar warning causes problems shiny two variables,DEFECT
bad idea,CODE
ignore codetools warning start etastart mustart null,BUILD
relative tolerance optimize no need touch i think,ALGORITHM
need initial null deviance test initial divergence isnull start nullcoef start edge feasible good,TEST
bad start s worse nullcoef reset everything,CODE
solution diverging step halving counter doing worse nullcoef 1st iterat shrink towards zero,CODE
seems work ok could use newton method optimx hessian giving problems,DEFECT
hessian could ve def case choleski cheap diagonal preconditioner precondition hp,ALGORITHM
checking degrees freedom poor man s version mgcv kcheck randomized test i sure applies quantile regression this function gives maximum edf effective edf some code useless stuff,TEST
there bug plyr concerning useless warning,DEFECT
there bug plyr concerning useless warning,DEFECT
gaussian fit used initializations nb initializing smoothing parameters using gausfit bad idea,ALGORITHM
initializing smoothing parameters using gausfit bad idea extended gam or,CODE
let gam initialize sp via initialspg gamlss i clue,CODE
influenced mtrace code package debug big trick set environment new original,CODE
defaults hardcoded return undefaults,CODE
,CODE
what king kinship coefficient mean,CODE
todo check mtl date inside ws data,REQUIREMENTS
h h good solution components,CODE
todo for l8 load sirfrefl directly like modis dry,REQUIREMENTS
longer avoids use rgeos,CODE
bug raster package workaround https gisstackexchangecomquestions264133rasterbuffererrorwithpackageupdates264154,DEFECT
bug raster package workaround https gisstackexchangecomquestions264133rasterbuffererrorwithpackageupdates264154,DEFECT
bug raster package workaround https gisstackexchangecomquestions264133rasterbuffererrorwithpackageupdates264154,DEFECT
bug raster package workaround https gisstackexchangecomquestions264133rasterbuffererrorwithpackageupdates264154,DEFECT
bug raster package workaround https gisstackexchangecomquestions264133rasterbuffererrorwithpackageupdates264154,DEFECT
bug raster package workaround https gisstackexchangecomquestions264133rasterbuffererrorwithpackageupdates264154,DEFECT
bug raster package workaround https gisstackexchangecomquestions264133rasterbuffererrorwithpackageupdates264154,DEFECT
todo deprecated,CODE
must distinguish uk ukraine ad hoc i know,CODE
fix me work exacttrue usa work,CODE
quick fix problem uk vs ukrain,DEFECT
quickanddirty fix uk matching ukrain,CODE
sort regions table ad order may give unexpected results depending locale temporarily move ascii style ordering,CODE
use hashing prune potential prefix matches nt work regexp,DEFECT
inverse the subtlety lies dealing special cases like china hong kong hk cn but i think s ok china returns cn cn hk mc similar norwaysvalbard finlandaland but course china hong kong must return hk etc,CODE
ad todo solve problem uk vs ukrain but simple set named polygons map database if comes anything world could break something else we leave,DEFECT
fixme find better solution perl regex crashes characters eg whole world database,ARCHITECTURE
enforce xlim ylim exactly changes output,ALGORITHM
minka broken,DEFECT
never occurs,CODE
todo heights,CODE
todo clean this whole business metadata columns bad idea needs simplified dfrbrwser,CODE
deal stupid choice rename default dfr field names dfrbrowser,CODE
todo clean horrible mess,CODE
you d think could semijoin scramble order rows ll use ugly way,CODE
old r mallet needs find rjava search path we re supposed use require package need compatible cran github versions mallet,BUILD
fixme failure vectorize ugh needs rcpp,ARCHITECTURE
todo without conversion,CODE
true hyperparameters dummies reflect fact place hyperparameters used smoothing estimated doctopic topicword matrices but matrices already posterior estimates already smoothed case todo topicwords doctopics general need smoothing parameters sigh,CODE
todo support putting labels targets instances well have bypass mallet malletimport rtopicmodeladdinstances support labeled lda http wwwmimnoorgarticleslabelsandpatterns,CODE
if wanted totally vectorial could compute running total nx tells us index row column vectors document acc matrix 0l nrowlength nx ncollength nx acc uppertri rsum diagt 1l indices nx acc calculate al1 sequences advance whatevs,DOCUMENTATION
todo rcpp,ARCHITECTURE
todo rcpp,ARCHITECTURE
todo could skip getting full tdmk using bigsplit,CODE
todo bother smoothing,ALGORITHM
todo verify stupid s point simulating frequencies words re scoring since imi wk depends p dk p dw k,ALGORITHM
i think equivalent taking two single draws dirichlet distribution k sum alpha,ALGORITHM
nt taking logs,TEST
todo test topicdivergences topicscaled2d,TEST
check isolates least normally get eight triples s possible get pairs examples values produce clusters instead gaps numbering seeds seeds,TEST
todo probably improved necessary,CODE
workaround seldom cases treetagger seems return duplicate tab stops ll try correct,CODE
need extend levels factors nt show ugly na,CODE
todo move ttoptions checks internal function call,DESIGN
workaround seldom cases treetagger seems return duplicate tab stops ll try correct,CODE
try catch error local treetagger setup treetagger set correctly system call fail loudly simply return useful data turn definitely cause treetag fail error ll make obvious probably korpus blame could also preset bugs,CODE
todo tuldava t loglog tokens loglog tokenstypes a ist a zipf s z check mtld charactersitics ca nt simplified save lot time,ARCHITECTURE
todo validation,TEST
function lgv0calc function calculate maas lgv0 index todo estimate geschwurbel index x correction,REQUIREMENTS
yeah nt elegant solution works moment,CODE
todo add validation,ARCHITECTURE
handle texts nt end sentence ending todo smarter sentence quote closing quote comes fullstop ll ignore,REQUIREMENTS
nt really need object sapply updates environment casesensfreq,DESIGN
try work around missing meta information,CODE
language support package installed loaded check could limited two letter patterns let s keep open see works users,BUILD
function winpath sudden constructions file paths stopped working windows users re forced something really really ugly replace rlike file separators windowslike manually,ARCHITECTURE
function checktoggleutf8 used treetag work around inconsistent naming parameter files releases utf8 utf8 name earlier later versions nt ll first try pre suffixes without use whatever found first returns either validated path throws error fileutf8 file check existance variant including utf8 name dir full path expected file directory,ARCHITECTURE
todo lit linsear write strain,CODE
todo validation,CODE
nt necessarily need params,DESIGN
dalechall todo remove names numbers re counted unfamiliar,CODE
nt necessarily need params,DESIGN
todo cached,ARCHITECTURE
define builtin word lists s enough data file around much nt work ca nt ship word list due copyright restrictions code left intact though get permission include word lists future,DEFECT
ok number guess s actual words let s simply count,CODE
colemanliau probably needed grade directly computed,ALGORITHM
todo sanity checks everything,CODE
go todo need another identical format flatfile mysql implemented,CODE
works default parameters,REQUIREMENTS
todo signature approach chisq test letterssentencespunctuation http wwwphilocompnethumanitiessignature,TEST
undocumented bug parameter file,DEFECT
hyphxydputtxt small pattern sample poc results completely useless except testing functionality nt freak look,TEST
punct value counted looking punctuation tags removed character level due punctuation removed tokens treetagger tokenizer s still residual left,TEST
