text,label,document_index,subset
fixme probably wo nt work addtrue,DEFECT,2713,train
fake first point fixme adjust params,ALGORITHM,2714,train
fixme theta,ALGORITHM,2715,train
fixme works extend x types,CODE,2716,train
fixme works extend x types,CODE,2717,train
fixme guess scale,REQUIREMENTS,2718,train
note use latin1 avoid problem accented e used sigmatheta lines readlines file encoding utf8,CODE,2720,train
fixme insist salinity temperature pressure,REQUIREMENTS,2721,train
length grep end line bug regexp good new r210,DEFECT,2722,train
push back header read file text vector speed the btl format reverseengineered inspecting files since i could discover documentation format therefore good chance errors code see https githubcomdankelleyoceissues1681,DOCUMENTATION,2723,train
fixme check salinity units,REQUIREMENTS,2725,train
see wocenames2ocenames update new items added fixme almost certainly needs lot translations the next comment lists fixme i ve seen but know definitively it would great find official fixme list partly present function documented documentation fixme list source sampno btlnbr btlnbrflagw date time latitude longitude depth ctdprs ctdtmp ctdsal ctdsalflagw salnty salntyflagw oxygen oxygenflagw silcat silcatflagw nitrit nitritflagw no2no3 no2no3flagw phspht phsphtflagw,DOCUMENTATION,2726,train
fixme argument selects ctdsal salnty,CODE,2727,train
fixme decode real units,CODE,2728,train
fixme check see whether woceexchange always gives dates digits,CODE,2729,train
fixme use s4 ctd woce res metadata units pressure list unitexpression dbar scale,DESIGN,2730,train
fixme timelocation latitude longitude,CODE,2731,train
fixme make argument,CODE,2733,train
fixme find whether samplesperping always defined prior use code10x15 blocks the rstudio codediagnostic complains variable used defined i run test code problem variable defined what i know whether files always byte groupsing order least setting zero value likely cause error ever occurs i may need reorder code problems arise overriddent later prevent codediagnostic warning,TEST,2734,train
note time reversal assignment data matrix fixme faster flip data matrix later,ARCHITECTURE,2735,train
fixme many pings times wrong,DEFECT,2736,train
p13 receiver eeprom image fixme serialnum index question corr c int16le buf offset28212 1l resinteger naoktrue package oce res p13 p13,DEFECT,2737,train
old psi res metadata bwy res metadata bwx biosonics bwx 01deg old debug cat psi psi n sep old c sound speed inferred sal tem fixme could use pressure i suppose old r range old sv log10 slrstpow log10 r r log10 c pud10000000 psi20 corr1000 old range rev depth,DEFECT,2740,train
fixme slow may need use c,ARCHITECTURE,2741,train
yscale yaxp yaxp fixme allow type arg,REQUIREMENTS,2742,train
strip minutes may confusing,CODE,2743,train
below using eg par mai find margins if user employing layout call give right answer plot established initialized sure right term so use trick call frame establishinitialize plot call plot newtrue prevent advancing next panel layout a secondary trick also required set zero margins calling frame otherwise figure margins large error frame layout tight,DEFECT,2744,train
ok done trick ps long comments given result persistent problems largemargin errors i nt want new approach get lost code,CODE,2745,train
adjust palette margins mai1 fixme also alter mai2,CODE,2746,train
trick code avoid autocreating breaks,DEFECT,2747,train
fixme guessing best line used,CODE,2748,train
fixme new one case generally graphic state confusing,USABILITY,2749,train
fixme need check zclip,CODE,2750,train
fixme many colors use,ALGORITHM,2752,train
fixme decide length,ALGORITHM,2753,train
fixme negation isna confusing comes col breaks together,DEFECT,2754,train
drop first header line missing value line footer ignore,CODE,2755,train
guess probably dangerous,CODE,2756,train
fixme document part,DOCUMENTATION,2757,train
fixme ignoring decimation may best anyway,ALGORITHM,2758,train
fixme kelley,PEOPLE,2760,train
fixme kelley,PEOPLE,2761,train
image dimensions l getitem info panchromaticlines getitem info panchromaticsamples dimpanchromatic c l reverse l getitem info reflectivelines getitem info reflectivesamples dimreflective c l l getitem info thermallines getitem info thermalsamples dimthermal c l select certain lines the header short steps case data format changes later adjustment required delete grouping commands select assignments remove leading whitespace remove trailing whitespace,DEFECT,2762,train
fixme numeric,CODE,2763,train
fixme assume others 1byte like landsat7,CODE,2765,train
utm true fixme make arg,CODE,2766,train
fixme clean code,CODE,2767,train
fixme clean code,CODE,2768,train
fixme diminishing need ur numbers lonlat space,CODE,2769,train
fixme ok dc asnumeric quantile 13length x narmtrue fixme criterion bad dc bad diff range x narmtrue,CODE,2771,train
length options oce1181 browser fixme finish polygons bit tricky eg fixme create series points trace along edge fixme visible earth,REQUIREMENTS,2772,train
fixme uniroot method looks good side2 try side1 also smaller increments slower catch labels,ARCHITECTURE,2773,train
remove islandlake entirely offscale this solution antarcticastereographic problem issue line segment two offscale points might intersect box for reason done trimtrue,DEFECT,2776,train
determining grid automatically proved quite tricky code near spot reworked repeatedly at one time code near spot looked par usr tried invert corners get idea scale failed winkel tripel wintri projection goes seems infinite loop trying inverse point beyond edge earth disk i think fails disk edge when oce proj4 code embedded within src problem i workaround this workaround reported proj4 community i expect sometime year problem go away given present code focusses near centre plot region a region might correspond one tick axes assuming ticks per side inverse mapped corners used determine tick scale rather use pretty scale determined list standards maps 5deg increments good view 4deg,ALGORITHM,2778,train
fixme maybe use maplines,CODE,2780,train
problems eg lat lines nt complete see blog 65png also problem diagonal line see blog 64png remove ugly horizontal lines occur projections show edge earth,DEFECT,2781,train
fixme number next line might need adjustment,CODE,2782,train
fixme use maplines,CODE,2783,train
fixme get options x revisit next lines,CODE,2784,train
mapcheckpolygons tries fix longitude cutpoint problem otherwise leads lines crossing graph horizontally x value sometimes alternate one end domain z matrix z,DEFECT,2785,train
findinterval requires 2nd arg order fixme need reorder findinterval next bad lengthens col bad order breaks bad breaks breaks bad col col,ALGORITHM,2787,train
fixme works zone positive ok,CODE,2788,train
sigma tau needed calculating k gamma sigma alpha1 cos xiprime cosh etaprime alpha2 cos xiprime cosh etaprime alpha3 cos xiprime cosh etaprime tau alpha1 sin xiprime sinh etaprime alpha2 sin xiprime sinh etaprime alpha3 sin xiprime sinh etaprime,ALGORITHM,2789,train
use proj4 set still exists fixme,CODE,2790,train
fixme add,CODE,2791,train
note formatcsv part url changed formattxt get metadata file but dealing bit coding download stage readmet stage i nt think worthwhile the better scheme may users move xml format instead sticking csv format,ARCHITECTURE,2792,train
fixme handle daily data column names differ,REQUIREMENTS,2793,train
crude method reorder field first index whether 2d 3d 4d although i m sure 4d items occur world ocean atlas,CODE,2794,train
fixme maybe employ code get data oce objects data slotnames x oce objects x x data try x dataframe x silenttrue class tryerror stop coerce data dataframe,DESIGN,2795,train
fixme probably gives wrong length,DEFECT,2796,train
fixme use figure geometry avoid axis cutoff,CODE,2797,train
fixme element element extend follows allow string numbers length grep ww which2 w asnumeric ww,CODE,2798,train
fixme probably,DESIGN,2799,train
fixme nbeam dim x data v,CODE,2800,train
fixme newer adp code probably better adv code,CODE,2801,train
fixme,DEFECT,2803,train
fixme,DEFECT,2804,train
fixme,DEFECT,2805,train
fixme handle individual cases,DESIGN,2807,train
fixme,CODE,2808,train
fixme heading tsslow fixme heading tsslow,ARCHITECTURE,2809,train
fixme make work sections ctd etc,CODE,2810,train
fixme decide whether slow variables altered,ARCHITECTURE,2811,train
test suite files big looks fine manually following test file f dcg1sst readg1sst f,TEST,2812,train
fixme fails quieten arrows,DEFECT,2813,train
commentout next line issue since trimts fails times na ends trimts x xlim,CODE,2814,train
fixme obey mar,CODE,2815,train
case,CODE,2816,train
fixme formal argument,CODE,2817,train
fixme nt w why also,DESIGN,2818,train
fixme i think violates 1a rule creating new data fixme i retaining since s years old fixme adp adv handled differently anyway is fixme fastslow variable issue,ARCHITECTURE,2819,train
fixme i think violates 1a rule creating new data fixme i retaining since s years old fixme adp adv handled differently anyway is fixme fastslow variable issue,ARCHITECTURE,2820,train
fixme s4,DESIGN,2821,train
fixme possibly aquadopp tsslow,ARCHITECTURE,2822,train
fixme check worked,CODE,2823,train
fixme may things,CODE,2824,train
fixme hardwiring repeated elsewhere,CODE,2825,train
fixme obsolete removed fall,CODE,2827,train
old deparse unhelpful file variable calling code old processinglog paste deparse matchcall sep collapse,USABILITY,2828,train
fixme pcadcp different,CODE,2829,train
fixme document data type moored tide gauge returns data frame,DOCUMENTATION,2831,train
fixme obsolete removed fall,CODE,2833,train
try get global attributes inelegantly permit first letter lowercase uppercase,CODE,2834,train
fixme i twiddling numbers get labels xaxs r fixes fixme i need anymore,ALGORITHM,2835,train
bookmark 1b special trick get fractional seconds cf bookmark 1a,CODE,2836,train
the foolproof depending xlim might supplied,ARCHITECTURE,2837,train
fixme zsub oceaxisposixct,CODE,2838,train
we need oneday offset time feb excel thinks leap year we check day count see https githubcomdankelleyoceissues1591 discussion note return na day excel produces feb fact nonexistent day i think ought inform oce users fact na excel thinks leap year,DEFECT,2839,train
jul july jul july 2013jul01 2013july01 01jul2013 01july2013 2013jul01 2013july01 fixme permit time vector,REQUIREMENTS,2840,train
fixme,CODE,2844,train
fixme types,CODE,2846,train
fixme right,CODE,2847,train
fixme accept imlstyle flags eg qpsal salinity,REQUIREMENTS,2848,train
fixme delete later recoding get individualized na codes the mess hides warnings nonnumeric missingvalue codes,CODE,2849,train
changes update ctdr odfctdlink,DESIGN,2850,train
fixme the next block tries infer single numeric na value fixme possible otherwise returns first value perhaps fixme keeping values using individual columns fixme nonnumeric values seem restricted times times seem never fixme equal nullvalue b files i ve seen single fixme numerical nullvalue c elements fixme header columns,DEFECT,2851,train
